,Unnamed: 0,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
1805,10,116736,117019,116742,0.7356295999999999,,,2.0521977,,1084670500.0,1807953.0,4488806000.0,,0.27094495,1738333700.0,3.3940156e-11,69.32618000000001,4.409769,0.2126031184122551,,,0.4568431859775359,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2165,11,116736,117227,117226,0.7356295999999999,,,3.5684311,,1851494700.0,1807953.0,44781416000.0,,0.5734007,2931965000.0,1.0336965e-09,93.23229,17.39055,0.4757299464946014,,,0.4315315966668489,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2525,12,116736,117228,117227,0.86505055,,,3.2028997,,1634570500.0,1807953.0,44393615000.0,,0.8181042,2526134000.0,1.2299659e-09,91.73408,15.112483,0.3552414606107487,,,0.4308162014585034,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2885,13,116736,117020,117019,0.86505055,,,2.8268782999999997,,1330824300.0,1807953.0,17741935000.0,,0.29417318,2089576100.0,6.563072299999999e-10,82.66686999999999,9.783612,0.2508072427231637,,,0.4557642155466101,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3245,14,116736,116744,116743,0.86505055,,,3.3064055,,1494660400.0,5446131.5,62591218000.0,,0.98218995,2397645000.0,8.3072365e-08,103.098175,10.202202,0.35542351899098645,,,0.5396437403060514,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3605,15,116736,116745,116744,1.0041216999999998,,,2.9840312,,1104006700.0,5446131.5,64937415000.0,,0.83610874,1716443100.0,2.1359472e-07,103.74789,22.259052,0.3549149512587155,,,0.5077814966315053,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
3965,16,116736,117021,117020,1.0041216999999998,,,2.3784294,,1186063700.0,1807953.0,32003348000.0,,0.7412645,1815133200.0,9.370465e-07,88.510796,12.668832,0.2020536820621316,,,0.3773036842334875,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4325,17,116736,117229,117228,1.0041216999999998,,,3.2756505000000002,,1302363800.0,1807953.0,45401903000.0,,0.7807615,1986873600.0,2.2788157000000006e-08,93.76729,13.240142,0.16405246983415067,,,0.4809688027265026,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4685,18,116736,117230,117229,1.2593315,,,2.9655017999999997,,786285300.0,1807953.0,44354834000.0,,0.60982424,1194816800.0,3.7498857e-09,93.32934,19.300762,0.3472145237434037,,,0.5796679463647144,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5045,19,116736,117022,117021,1.2593315,,,2.2825992000000004,,749412100.0,1807953.0,25139255000.0,,0.6078744,1128312200.0,5.855486e-11,88.89309,10.91344,0.10187594607014028,,,0.337753834934547,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5405,20,116736,116746,116745,1.2593315,,,2.53734,,558528200.0,3627592.0,57889124000.0,,0.661519,853419800.0,1.2067962e-09,98.22854,17.716673,0.070921372068395,,,0.5300832227502479,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
5765,21,116736,117023,117022,1.4867073,,,2.1117084,,537479800.0,1807953.0,45750923000.0,,0.7708225000000001,816258940.0,3.1262883e-07,88.50990999999999,13.877377,0.2743511199320817,,,0.413010857575838,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6125,22,116736,117231,117230,1.4867073,,,3.0397220000000003,,600047400.0,1807953.0,45818786000.0,,0.19969824,907656640.0,1.03120415e-10,87.60383,23.474737,0.2691639317336182,,,0.4374756049646663,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6485,23,116736,117232,117231,1.7369658,,,2.3249168,,435183680.0,1807953.0,47166400000.0,,0.4920093,640578240.0,5.5755596000000003e-08,90.26731,21.145576000000002,0.22470348343458268,,,0.5330029310967553,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6845,24,132918,132918,132918,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132918.png,4.231284,,12326087000.0,5423858.5,87177855000.0,,0.11993417,22029128000.0,1.4680661e-06,137.70523,8.148805,0.5542332597903232,,,0.5753922319329459,,,,,galface_132918.png,RefL0050N0752galface_132918.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132918.png,0.26625440564182135,0.5558099176529179,1.6908096827216037,1.6183795502452902,3.4175137806250797,3.4175137806250797,0.0002155842132726346,0.002643629165192912,0.30530484549154147,0.02075504030298277,0,65.73441314697266,17.502077102661133,4447.002908319325,2471.68832027525,0.4950405295732706,0.06836748868227005,1.8808563195493293,106.41530054644808,44.75409836065574,0.15694960019995127,,,,,,,
6846,25,132918,132919,132918,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132919.png,4.237757,,12292978000.0,5423858.5,98501670000.0,,0.44337475,21713070000.0,9.2673935e-07,141.11557,12.8164835,0.562239210453747,,,0.5871564119639382,,,,,galface_132919.png,RefL0050N0752galface_132919.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132919.png,0.28893703155499567,0.5610484354494595,1.521457202063958,2.0868510479726807,0.00013631234329578024,0.00013631234329578024,5.448722497099123e-05,0.011640891741488546,0.0,0.0,1,63.62935256958008,18.384876251220703,5600.786272520226,3142.3123754842827,0.48956856103827084,0.07181592285633087,1.929655505995111,106.41847826086956,43.76086956521739,0.18350420197026496,2.794300962320267,0.013920274505112191,1.2801117133353048,-0.04412678021014418,6.677237072780757,126.25529898284424,128.72684708637664
6847,26,132918,132920,132919,0.18270987,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132920.png,4.1687129999999994,,12110628000.0,5423858.5,100721840000.0,,0.7368504,21170006000.0,6.171817999999999e-06,142.0722,7.1822515,0.5530691731436732,,,0.5918760326140131,,,,,galface_132920.png,RefL0050N0752galface_132920.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132920.png,0.27862514101157637,0.5386833456059051,1.5859723502833216,1.9065954661989233,0.0050012515119175205,0.0050012515119175205,0.0004631226083381753,0.017739594324424148,0.0,0.0,5,63.88417053222656,17.79973602294922,5067.094577735885,2729.5594596363076,0.4741039359150268,0.06953021883964539,1.8886831129187531,104.43243243243244,43.76216216216216,0.17484927786704,,,,,,,
6848,27,132918,132921,132920,0.27090108,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132921.png,4.3213477,,11879964000.0,5423858.5,107508370000.0,,1.0786376,20509358000.0,1.4446882000000001e-05,145.49903999999998,12.255998,0.5514646139420402,,,0.6208920289251095,,,,,galface_132921.png,RefL0050N0752galface_132921.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132921.png,0.2511056053994845,0.4833196187359652,1.4944727581520136,2.089091975943714,0.005100991045243397,0.005100991045243397,0.0001797971302648154,0.012400992597459488,0.0,0.0,31,64.24676513671875,16.132722854614258,5685.564771809959,2747.944997809824,0.43066339211107735,0.06301844865083694,1.9790815752109103,101.43956043956044,40.77472527472528,0.1998922931130113,,,,,,,
6849,28,132918,132922,132921,0.36566857,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132922.png,3.9966214,,11446542000.0,5423858.5,109515235000.0,,1.570837,19504333000.0,1.302489e-06,146.939,10.730308,0.5325204278685497,,,0.6302120921051253,,,,,galface_132922.png,RefL0050N0752galface_132922.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132922.png,0.228904460730116,0.44982383403335074,1.4257729027992718,1.6815775041211969,0.0037153357748481303,0.0037153357748481303,0.0002072026179360502,0.00734023908145309,0.0,0.0,58,66.7344741821289,15.275818824768066,5647.916461688389,2540.5674370967477,0.3987459188794125,0.05967116728425026,1.9576875853145355,100.45108695652173,40.77717391304348,0.2407790546839443,,,,,,,
6850,29,132918,132923,132922,0.5031073,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_132923.png,3.8906205000000003,,10485574000.0,5423858.5,111454250000.0,,1.925614,17675944000.0,4.4887380000000005e-06,147.22455,12.029821,0.4681575082116004,,,0.6099034905790227,,,,,galface_132923.png,RefL0050N0752galface_132923.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_132923.png,0.18893011268299545,0.4425986399393126,1.3444131151644194,1.248077879055703,0.5535994136217276,0.5535994136217276,0.0002972767856592828,0.0022632774822279418,0.016428749007992436,0.029811178315807037,86,73.92827606201172,13.967277526855469,4650.867926060612,2058.4678186117985,0.3638897337300207,0.054559677839279175,1.8542645910152804,100.44505494505495,42.76373626373626,0.24803476985010783,,,,,,,
6851,30,132918,132924,132923,0.6151898,,,3.5966861000000003,,9747302000.0,3615906.0,113131495000.0,,1.564691,16248815000.0,6.0123620000000005e-06,144.71301,11.83581,0.4349055998191307,,,0.6000007400547348,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7211,31,132918,132925,132924,0.7356295999999999,,,3.246424,,9003510000.0,3615906.0,113364170000.0,,2.1159139,14815629000.0,5.7434213e-06,147.40805,13.533083999999999,0.3858617367063651,,,0.5807301956337976,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7571,32,132918,132926,132925,0.86505055,,,2.949702,,8170844700.0,5423858.5,113868325000.0,,2.474584,13231149000.0,1.6237177999999997e-05,148.18985,13.294116,0.2953949633592152,,,0.5486230023616496,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7931,33,132918,132927,132926,1.0041216999999998,,,2.789894,,7357914600.0,3615906.0,112472240000.0,,2.5266583,11716734000.0,1.8571764999999999e-06,146.35542,13.655076999999999,0.2441129701899296,,,0.514317153016293,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8291,34,132918,132928,132927,1.2593315,,,2.3732292999999998,,5797395500.0,3615906.0,113567770000.0,,3.5908562999999996,9014612000.0,0.000547052,146.0616,11.991047,0.1637056746638209,,,0.5225154138771441,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
8651,35,132918,132929,132928,1.4867073,,,2.4577703,,4558969300.0,3615906.0,113451426000.0,,3.8462114,6979640300.0,6.355766e-08,144.94154,11.006555,0.056043970422867684,,,0.4949025585083664,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9011,36,132918,132930,132929,1.7369658,,,2.305587,,3416991500.0,3615906.0,123398545000.0,,3.8995339999999996,5081891300.0,1.6038343000000001e-06,145.26997,14.734007,0.17974056548024694,,,0.4571382413831617,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9371,37,132918,132931,132930,2.0124101999999997,,,2.5094924,,2285882600.0,3615906.0,109495850000.0,,3.4427714,3372276200.0,8.2554726e-07,138.47295,12.034427,0.17625659586032927,,,0.4961665821796547,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9731,38,132918,132932,132931,2.237037,,,2.8083389,,1754443500.0,3615906.0,106500080000.0,,2.1598861,2566950400.0,6.215475e-07,133.4584,15.587686999999999,0.08673207924239734,,,0.491502820601189,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10091,39,132918,132933,132932,2.4784132999999997,,,3.1278677000000004,,1380366700.0,3615906.0,103940596000.0,,1.8595654,2000079000.0,2.1445804999999998e-06,131.59403999999998,15.382786,0.16933998875830958,,,0.5150083023005962,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10451,40,132918,132934,132933,3.0165045,,,4.6857038,,769356860.0,3615906.0,108652380000.0,,1.04144,1085258400.0,7.4671533e-07,130.27705,25.466307,0.232714471698918,,,0.7035741023338908,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10811,41,436444,436444,436444,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_436444.png,3.7196171000000002,,10155730000.0,7259802.5,39100120000.0,,0.46726096,17633870000.0,4.5314007000000004e-07,119.48111000000002,6.732802,0.499326996390794,,,0.43649208955681773,,,,,galface_436444.png,RefL0050N0752galface_436444.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_436444.png,0.3255973859189057,0.6758081789836176,1.8974074666320633,2.9147877097437127,0.0030920248146417417,0.0030920248146417417,0.0001323745313905059,0.010835633756329068,0.0,0.0,1,57.12937545776367,18.60117530822754,4314.087840214642,2915.495847270825,0.6006020212348461,0.07266084104776382,2.050872325445246,89.50819672131148,34.80874316939891,0.2421368217668245,,,,,,,
10812,42,436444,436445,436444,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_436445.png,4.081179,,10038666000.0,9067755.0,80081084000.0,,1.4472446,17223025000.0,1.4059975e-07,131.34611999999998,8.294073,0.5141444034869855,,,0.5592224171598474,,,,,galface_436445.png,RefL0050N0752galface_436445.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_436445.png,0.3280917619746591,0.6273216356801065,1.8011062391340273,4.083155731829585,0.009192760403660027,0.009192760403660027,0.0002293443986557473,0.27585263753201106,82504759167514.47,0.0,16,64.74768829345703,21.243183135986328,5595.006494073441,3509.868625502969,0.5566720377210977,0.0829811841249466,2.0787478354529756,111.38461538461539,42.76373626373626,0.2838555040539362,3.0566159050300383,0.18179147289831435,1.173126647058395,0.010076791832796589,6.149984890397754,127.22500988640623,126.74086622602725
10813,43,436444,436446,436445,0.18270987,,,4.0986199999999995,,9194259000.0,5451847.0,108846285000.0,,1.3154247,15762084000.0,3.4751676000000003e-07,138.3748,14.185273,0.4997629009421897,,,0.543058118225688,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11173,44,436444,436447,436446,0.27090108,,,3.8331995,,8609799000.0,7259802.5,109195305000.0,,1.1676855,14681363000.0,3.338094e-08,137.25856000000002,14.723562,0.4484817058796323,,,0.5270052123744908,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11533,45,436444,436448,436447,0.36566857,,,3.5778425000000005,,8039502000.0,5451847.0,109602500000.0,,1.5226463,13502911000.0,8.713641000000001e-08,137.87193,14.412897000000001,0.4688565429951826,,,0.5057204593706508,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11893,46,436444,436449,436448,0.5031073,,,3.4199858,,6644926500.0,3615906.0,109331040000.0,,1.7709713,11129461000.0,2.2170432e-05,133.64833000000002,23.981613,0.4259657898706971,,,0.4182566850001895,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12253,47,436444,436450,436449,0.6151898,,,3.0509883999999996,,5422006000.0,5423858.5,94129200000.0,,2.0885781999999997,8915287000.0,1.4639714e-09,130.98963999999998,11.501722000000001,0.3467372756540845,,,0.3693368706305804,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12613,48,436444,436940,436939,0.6151898,,,3.1347327000000003,,453297300.0,3643896.5,16481578000.0,,0.067225836,724458400.0,1.1261346e-08,71.294754,9.68742,0.4125512019424131,,,0.3758069089045186,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12973,49,436444,436451,436450,0.7356295999999999,,,2.9626080000000004,,4658269700.0,7231814.0,128168510000.0,,1.6060843,7608465400.0,7.3831093e-06,142.23013,24.953478,0.1451982223018703,,,0.2668204197640893,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13333,50,436444,436452,436451,0.86505055,,,2.768043,,4112004900.0,5423858.5,91395195000.0,,1.347733,6622761000.0,4.34705e-06,122.7759,18.577023999999998,0.03289320543737506,,,0.291131866033165,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13693,51,436444,436453,436452,1.0041216999999998,,,2.7877622000000004,,3710454800.0,3615906.0,93508720000.0,,1.5197326,5838839000.0,5.39729e-09,125.57585,12.591453999999999,0.12333403902101635,,,0.3015964530060985,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14053,52,436444,436454,436453,1.2593315,,,2.8619797,,2508396500.0,3615906.0,90532340000.0,,1.5135844999999999,3937406000.0,2.9094155e-05,123.29581499999999,16.542185,0.13881391355237194,,,0.3913846476519025,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14413,53,436444,436455,436454,1.4867073,,,3.0538925999999997,,2002282500.0,3615906.0,86974260000.0,,0.5242591,3107572000.0,6.3678143e-09,119.329155,15.390718,0.33197808589496913,,,0.433767157270812,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14773,54,436444,436456,436455,1.7369658,,,2.9158802,,1700196100.0,3615906.0,83561600000.0,,1.3387665000000002,2553677800.0,2.0965663e-07,118.95493,16.690853,0.3851274981632243,,,0.50091386732451,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15133,55,436444,436457,436456,2.0124101999999997,,,3.2181262999999998,,1237318000.0,3615906.0,83261060000.0,,1.2407367,1839792100.0,8.708401999999999e-07,119.95669,15.664431,0.4273959018333281,,,0.534509330741852,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15493,56,436444,436458,436457,2.237037,,,2.8070738,,936869300.0,1807953.0,80342840000.0,,1.8533214,1362057700.0,2.31727e-06,116.5558,17.729748,0.21201312303492714,,,0.5316443028954321,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15853,57,436444,436459,436458,2.4784132999999997,,,2.8815265,,718303940.0,1807953.0,70793224000.0,,1.3110841999999998,1035215550.0,1.8770558e-08,109.74328600000001,13.746637,0.11901799704779535,,,0.5253098483595302,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
16213,58,436444,436460,436459,3.0165045,,,2.4930916,,401362660.0,1807953.0,76154585000.0,,1.2605973,558167700.0,1.4222566e-07,115.77753,12.816258,0.17195292243574803,,,0.5442535230429427,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
16573,59,485410,485410,485410,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_485410.png,3.9705546000000003,,15088291000.0,7352276.0,29511720000.0,,0.64177734,26618737000.0,1.0226106e-05,131.67078,6.9455100000000005,0.5820826931094059,,,0.6121877548235513,,,,,galface_485410.png,RefL0050N0752galface_485410.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_485410.png,0.3382180836633758,0.6308524251213317,1.2669433930454643,1.969275604320674,0.004252595375229002,0.004252595375229002,0.00039615588704792543,0.2633113033584318,0.0,0.0,2,59.480430603027344,20.11735725402832,4828.473526711193,3046.054233959905,0.6022335527276463,0.07858342677354813,1.850554574036401,67.63829787234042,28.845744680851062,0.15290293078880743,,,,,,,
16574,60,485410,485411,485410,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_485411.png,4.520387,,17803418000.0,7352276.0,95680406000.0,,1.1161687,31024860000.0,1.959197e-06,149.86398,8.077632000000001,0.6227981112759203,,,0.6502901449157497,,,,,galface_485411.png,RefL0050N0752galface_485411.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_485411.png,0.33732586093868505,0.5901298935659953,1.6550808261230867,3.4069401796711865,0.008142930075178386,0.008142930075178386,0.0002468205543196666,0.056092484871868985,3.631248833407392e+16,0.0,5,59.341819763183594,20.01753044128418,5368.519011654621,3168.123552954764,0.5192234202243429,0.07819347828626633,2.0829996048273705,106.41208791208791,40.77472527472528,0.1912612978217661,2.8203116863609594,0.004850075210553809,1.0709534368101568,-0.04794220085566086,5.562760512029084,126.78335411135942,125.75123131039771
